index,postion,streams,year,country,title,artist,valence
12,13,24525,2020,ae,everything i wanted,Billie Eilish,0.243
13,14,23163,2020,ae,My Oh My (feat. DaBa,  ,0.383
14,15,22155,2020,ae,Lose You To Love Me,Selena Gomez,0.0978
15,16,21836,2020,ae,No Idea,Don Toliver,0.35
16,17,20488,2020,ae,Someone You Loved,Lewis Capaldi,0.446
17,18,18227,2020,ae,hot girl bummer,blackbear,0.685
18,19,17485,2020,ae,Beautiful People (feat. Khalid),Ed Sheeran,0.548
19,20,17388,2020,ae,bad guy,Billie Eilish,0.562
20,21,17368,2020,ae,Adore You,Harry Styles,0.569
21,22,16588,2020,ae,HIGHEST IN THE ROOM,Travis Scott,0.0605
22,23,16397,2020,ae,Heartless,The Weeknd,0.252
23,24,15702,2020,ae,I Don't Care (with Justin Bieber),Ed Sheeran,0.842
24,25,15600,2020,ae,BOP,DaBa,0.836
25,26,15282,2020,ae,Ransom,Lil Tecca,0.226
26,27,15109,2020,ae,Ayy Macarena,Tyga,0.714
27,28,15008,2020,ae,Watermelon Sugar,Harry Styles,0.557
28,29,14986,2020,ae,Lalala,Y2K,0.495
29,30,14476,2020,ae,Before You Go,Lewis Capaldi,0.183
30,31,14050,2020,ae,Lucid Dreams,Juice WRLD,0.218
31,32,13823,2020,ae,Mean It,Lauv,0.336
32,33,13796,2020,ae,How Do You Sleep?,Sam Smith,0.345
33,34,13593,2020,ae,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
34,35,13362,2020,ae,You should be sad,Halsey,0.324
35,36,13264,2020,ae,Warqa,Saif Amer,0.505
36,37,13229,2020,ae,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Ba, - REMIX  ,0.114
37,38,13062,2020,ae,Futsal Shuffle 2020,Lil Uzi Vert,0.296
38,39,12855,2020,ae,Say So,Doja Cat,0.779
39,40,12824,2020,ae,Trampoline (with ZAYN),SHAED,0.498
41,42,12336,2020,ae,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,0.359
43,44,12038,2020,ae,lovely (with Khalid),Billie Eilish,0.12
44,45,11902,2020,ae,Eleven,Khalid,0.151
45,46,11729,2020,ae,Tala,Sarah Geronimo,0.496
46,47,11631,2020,ae,RITMO (Bad Boys For Life),Black Eyed Peas,0.667
47,48,11563,2020,ae,Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.425
48,49,11516,2020,ae,Moonlight,XXXTENTACION,0.711
49,50,11502,2020,ae,Old Town Road - Remix,Lil Nas X,0.639
50,51,11447,2020,ae,It's You,Ali Gatie,0.397
51,52,11393,2020,ae,7 rings,Ariana Grande,0.327
52,53,11306,2020,ae,Suicidal,YNW Melly,0.273
53,54,11257,2020,ae,Ballin' (with Roddy Ricch),Mustard,0.244
54,55,11210,2020,ae,SAD!,XXXTENTACION,0.473
55,56,11153,2020,ae,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,0.668
56,57,11044,2020,ae,Happier,Marshmello,0.671
57,58,10885,2020,ae,SUGAR,BROCKHAMPTON,0.516
58,59,10662,2020,ae,Yellow Hearts,Ant Saunders,0.695
59,60,10389,2020,ae,Without Me,Halsey,0.533
60,61,10384,2020,ae,Good News,Mac Miller,0.241
61,62,10164,2020,ae,Hope,XXXTENTACION,0.225
62,63,10099,2020,ae,Lose Control,MEDUZA,0.529
63,64,9915,2020,ae,If the World Was Ending (feat. Julia Michaels),JP Saxe,0.604
64,65,9487,2020,ae,Look At Her Now,Selena Gomez,0.55
65,66,9373,2020,ae,Good,s (Feat. Young Thug)  ,0.163
66,67,9163,2020,ae,Up All Night,Khalid,0.669
67,68,8968,2020,ae,2002,Anne-Marie,0.603
68,69,8944,2020,ae,Sucker,Jonas Brothers,0.952
69,70,8827,2020,ae,Money In The Grave (Drake ft. Rick Ross),Drake,0.101
70,71,8702,2020,ae,Dancing With A Stranger (with Normani),Sam Smith,0.347
71,72,8699,2020,ae,July,Noah Cyrus,0.322
72,73,8699,2020,ae,Catriona,Matthaios,0.759
73,74,8673,2020,ae,rockstar (feat. 21 Savage),Post Malone,0.129
74,75,8578,2020,ae,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0.448
75,76,8520,2020,ae,Say You Won't Let Go,James Arthur,0.494
76,77,8309,2020,ae,Hate Me (with Juice WRLD),Ellie Goulding,0.759
77,78,8287,2020,ae,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.478
78,79,8266,2020,ae,I Like Me Better,Lauv,0.419
79,80,8248,2020,ae,I.F.L.Y.,Bazzi,0.554
80,81,8247,2020,ae,Liar,Camila Cabello,0.652
81,82,8209,2020,ae,Eastside (with Halsey & Khalid),benny blanco,0.319
82,83,8149,2020,ae,Let Me Down Slowly,Alec Benjamin,0.483
83,84,8131,2020,ae,Tusa,KAROL G,0.574
84,85,7981,2020,ae,SICKO MODE,Travis Scott,0.446
85,86,7976,2020,ae,Ride It,Regard,0.884
86,87,7966,2020,ae,Can We Kiss Forever?,Kina,0.124
87,88,7836,2020,ae,Get You The Moon (feat. Snøw),Kina,0.0895
88,89,7829,2020,ae,Never Really Over,Katy Perry,0.385
89,90,7757,2020,ae,VIBEZ,DaBa,0.777
90,91,7711,2020,ae,Believer,Imagine Dragons,0.666
91,92,7706,2020,ae,Wow.,Post Malone,0.388
92,93,7693,2020,ae,Sweet but Psycho,Ava Max,0.62
94,95,7525,2020,ae,Alone Pt. II,Alan Walker,0.608
95,96,7437,2020,ae,Nice To Meet Ya,Niall Horan,0.392
96,97,7280,2020,ae,Falling,Harry Styles,0.0592
97,98,7211,2020,ae,the remedy for a broken heart (why am I so in love),XXXTENTACION,0.271
98,99,7174,2020,ae,Make It With You,Ben&Ben,0.342
99,100,7148,2020,ae,FML,Arizona Zervas,0.616
100,101,7038,2020,ae,Vulnerable,Selena Gomez,0.38
101,102,7033,2020,ae,Lights Up,Harry Styles,0.27
102,103,7020,2020,ae,Shallow,Lady Gaga,0.323
103,104,6855,2020,ae,Jocelyn Flores,XXXTENTACION,0.437
104,105,6839,2020,ae,thank u next,Ariana Grande,0.412
105,106,6831,2020,ae,when the party's over,Billie Eilish,0.198
106,107,6809,2020,ae,Feelings,Lauv,0.25
107,108,6796,2020,ae,Kung 'Di Rin Lang Ikaw,December Avenue,0.132
108,109,6789,2020,ae,If I Can't Have You,Shawn Mendes,0.864
109,110,6787,2020,ae,Legends,Juice WRLD,0.381
110,111,6782,2020,ae,Imahe,Magnus Haven,0.199
111,112,6750,2020,ae,Down Like That (feat. Rick Ross Lil Ba,& S-X)  ,0.592
112,113,6720,2020,ae,Maniac,Conan Gray,0.493
113,114,6697,2020,ae,Maktoob Ma Artah,Ahmed Al Maslawi,0.913
114,115,6681,2020,ae,Shape of You,Ed Sheeran,0.931
115,116,6680,2020,ae,GANG GANG,JACKBOYS,0.568
116,117,6629,2020,ae,Panini,Lil Nas X,0.475
117,118,6608,2020,ae,"""Ghungroo (From """"War"""")""",Vishal-Shekhar,0.864
118,119,6499,2020,ae,223's (feat. 9lokknine),YNW Melly,0.695
119,120,6491,2020,ae,The London (feat. J. Cole & Travis Scott),Young Thug,0.179
120,121,6475,2020,ae,New Rules,Dua Lipa,0.506
121,122,6461,2020,ae,No Guidance (feat. Drake),Chris Brown,0.136
122,123,6454,2020,ae,Zebbiana,Skusta Clee,0.498
123,124,6453,2020,ae,Never Seen the Rain,Tones And I,0.281
124,125,6450,2020,ae,WHAT TO DO? (feat. Don Toliver),JACKBOYS,0.195
125,126,6426,2020,ae,Taki Taki (feat. Selena Gomez Ozuna & Cardi B),DJ Snake,0.617
126,127,6423,2020,ae,Graveyard,Halsey,0.187
127,128,6406,2020,ae,Robbery,Juice WRLD,0.566
128,129,6363,2020,ae,Psycho,Red Velvet,0.405
129,130,6354,2020,ae,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,0.545
130,131,6295,2020,ae,goosebumps,Travis Scott,0.43
131,132,6269,2020,ae,Call You Mine,The Chainsmokers,0.522
132,133,6227,2020,ae,OUT WEST (feat. Young Thug),JACKBOYS,0.309
133,134,6222,2020,ae,You Need To Calm Down,Taylor Swift,0.714
134,135,6159,2020,ae,All of Me,John Legend,0.331
135,136,6150,2020,ae,Changes,Lauv,0.203
136,137,6147,2020,ae,Dance Again,Selena Gomez,0.465
137,138,6145,2020,ae,Photograph,Ed Sheeran,0.201
138,139,6100,2020,ae,Talk (feat. Disclosure),Khalid,0.346
139,140,6096,2020,ae,Closer,The Chainsmokers,0.661
140,141,6079,2020,ae,Pagtingin,Ben&Ben,0.523
141,142,6055,2020,ae,Roses - Imanbek Remix,SAINt JHN,0.863
142,143,6044,2020,ae,Old Town Road,Lil Nas X,0.639
143,144,6036,2020,ae,Better,Khalid,0.112
144,145,6005,2020,ae,Crowded Room (feat. 6LACK),Selena Gomez,0.328
145,146,6004,2020,ae,Sana - Single Version,I Belong to the Zoo,0.348
146,147,5939,2020,ae,Bruises,Lewis Capaldi,0.361
148,149,5924,2020,ae,Better Now,Post Malone,0.341
149,150,5916,2020,ae,Ring,Selena Gomez,0.871
150,151,5905,2020,ae,Something Just Like This,The Chainsmokers,0.446
151,152,5872,2020,ae,Perfect,Ed Sheeran,0.168
152,153,5862,2020,ae,IDGAF,Dua Lipa,0.639
153,154,5844,2020,ae,TOES (feat. Lil Ba,& Moneybagg Yo)  ,0.542
154,155,5830,2020,ae,Treat You Better,Shawn Mendes,0.747
155,156,5827,2020,ae,Too Good At Good,s  ,0.476
156,157,5816,2020,ae,God's Plan,Drake,0.357
157,158,5813,2020,ae,Детство,Rauf & Faik,0.48
158,159,5787,2020,ae,i'm so tired...,Lauv,0.484
159,160,5773,2020,ae,Takeaway,The Chainsmokers,0.351
160,161,5745,2020,ae,changes,XXXTENTACION,0.52
161,162,5726,2020,ae,FRIENDS,Marshmello,0.534
162,163,5689,2020,ae,People You Know,Selena Gomez,0.62
163,164,5672,2020,ae,Dancing On My Own,Calum Scott,0.231
164,165,5671,2020,ae,Don't Call Me Up,Mabel,0.234
165,166,5664,2020,ae,Youngblood,5 Seconds of Summer,0.152
166,167,5595,2020,ae,Binalewala - Original Version,Michael Dutchi Libranda,0.311
167,168,5577,2020,ae,3 Nights,Dominic Fike,0.877
168,169,5506,2020,ae,Beautiful (feat. Camila Cabello),Bazzi,0.249
169,170,5500,2020,ae,Going Bad (feat. Drake),Meek Mill,0.544
170,171,5493,2020,ae,Neneng B,Nik Makino,0.353
171,172,5467,2020,ae,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,0.422
172,173,5452,2020,ae,Cradles,Sub Urban,0.632
173,174,5422,2020,ae,comethru,Jeremy Zucker,0.608
174,175,5409,2020,ae,Alahh Esahilak,Ali Saber,0.526
175,176,5402,2020,ae,Suge,DaBa,0.844
176,177,5378,2020,ae,Diamonds (with Normani),Megan Thee Stallion,0.488
177,178,5378,2020,ae,MIDDLE CHILD,J. Cole,0.463
178,179,5326,2020,ae,Kathang Isip,Ben&Ben,0.295
179,180,5323,2020,ae,VALENTINO,24kGoldn,0.523
180,181,5318,2020,ae,Havana (feat. Young Thug),Camila Cabello,0.394
181,182,5311,2020,ae,Higher Love,Kygo,0.404
182,183,5300,2020,ae,Al Mafrood,Aseel Hameem,0.622
183,184,5264,2020,ae,LOYAL (feat. Drake),PARTYNEXTDOOR,0.203
184,185,5256,2020,ae,Kahit Ayaw Mo Na,This Band,0.423
185,186,5202,2020,ae,Mind Is A Prison,Alec Benjamin,0.669
186,187,5151,2020,ae,A Thousand Years,Christina Perri,0.161
187,188,5108,2020,ae,A Sweeter Place (feat. Kid Cudi),Selena Gomez,0.31
188,189,5085,2020,ae,The Middle,Zedd,0.437
189,190,5082,2020,ae,Sa Ngalan Ng Pag-Ibig,December Avenue,0.271
190,191,5077,2020,ae,Boy With Luv (feat. Halsey),BTS,0.803
191,192,5051,2020,ae,SLOW DANCING IN THE DARK,Joji,0.284
192,193,5020,2020,ae,Everybody Dies In Their Nightmares,XXXTENTACION,0.689
193,194,4979,2020,ae,Thinking out Loud,Ed Sheeran,0.591
194,195,4955,2020,ae,Be Alright,Dean Lewis,0.443
195,196,4947,2020,ae,Piece Of Your Heart,MEDUZA,0.631
196,197,4938,2020,ae,One Dance,Drake,0.37
197,198,4914,2020,ae,Had Enough (feat. Quavo & Offset),Don Toliver,0.67
198,199,4901,2020,ae,One Kiss (with Dua Lipa),Calvin Harris,0.592
199,200,4834,2020,ae,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.508
0,1,46395,2021,ae,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money,0.462
1,2,43742,2021,ae,positions,Ariana Grande,0.682
2,3,42292,2021,ae,Mood (feat. iann dior),24kGoldn,0.732
3,4,42065,2021,ae,Whoopty,CJ,0.66
4,5,40135,2021,ae,34+35,Ariana Grande,0.485
5,6,39070,2021,ae,Dynamite,BTS,0.737
6,7,38187,2021,ae,Blinding Lights,The Weeknd,0.334
7,8,36352,2021,ae,HOLIDAY,Lil Nas X,0.837
8,9,35532,2021,ae,Levitating (feat. DaBa,  ,0.915
9,10,35082,2021,ae,Anyone,Justin Bieber,0.584
10,11,30422,2021,ae,What You Know Bout Love,Pop Smoke,0.543
11,12,29267,2021,ae,Therefore I Am,Billie Eilish,0.716
12,13,27218,2021,ae,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,0.549
13,14,26671,2021,ae,Afterglow,Ed Sheeran,0.273
14,15,25973,2021,ae,willow,Taylor Swift,0.529
15,16,25766,2021,ae,For The Night (feat. Lil Ba,& DaBa,0.347
16,17,25263,2021,ae,Someone You Loved,Lewis Capaldi,0.446
17,18,24877,2021,ae,ROCKSTAR (feat. Roddy Ricch),DaBa,0.497
18,19,24753,2021,ae,WITHOUT YOU,The Kid LAROI,0.467
19,20,24165,2021,ae,Good Days,SZA,0.412
20,21,23920,2021,ae,you broke me first,Tate McRae,0.0823
21,22,23422,2021,ae,Watermelon Sugar,Harry Styles,0.557
22,23,22299,2021,ae,Head & Heart (feat. MNEK),Joel Corry,0.905
23,24,21224,2021,ae,Lonely (with benny blanco),Justin Bieber,0.0927
24,25,21217,2021,ae,Snowman,Sia,0.326
25,26,20849,2021,ae,Laugh Now Cry Later (feat. Lil Durk),Drake,0.522
26,27,20709,2021,ae,WAP (feat. Megan Thee Stallion),Cardi B,0.357
27,28,20506,2021,ae,Memories,Maroon 5,0.595
28,29,20417,2021,ae,Don't Start Now,Dua Lipa,0.679
29,30,20390,2021,ae,Holy (feat. Chance The Rapper),Justin Bieber,0.372
30,31,20137,2021,ae,Life Goes On,BTS,0.45
31,32,19907,2021,ae,Dance Monkey,Tones And I,0.513
32,33,19745,2021,ae,Roses - Imanbek Remix,SAINt JHN,0.863
33,34,19613,2021,ae,The Box,Roddy Ricch,0.642
34,35,19515,2021,ae,Take You Dancing,Jason Derulo,0.753
35,36,19383,2021,ae,Prisoner (feat. Dua Lipa),Miley Cyrus,0.595
36,37,19058,2021,ae,DÁKITI,Bad Bunny,0.145
37,38,18708,2021,ae,At My Worst,Pink Sweat$,0.667
38,39,18238,2021,ae,Astronaut In The Ocean,Masked Wolf,0.472
39,40,18119,2021,ae,Put Your Records On,Ritt Momney,0.151
40,41,17843,2021,ae,Blueberry Faygo,Lil Mosey,0.349
41,42,17332,2021,ae,Wonder,Shawn Mendes,0.132
42,43,17306,2021,ae,Señorita,Shawn Mendes,0.75
43,44,17131,2021,ae,The Business,Tiësto,0.235
44,45,16889,2021,ae,Sweater Weather,The Neighbourhood,0.398
45,46,16827,2021,ae,Paradise (feat. Dermot Kennedy),MEDUZA,0.435
46,47,16460,2021,ae,Circles,Post Malone,0.553
47,48,16037,2021,ae,HIGHEST IN THE ROOM,Travis Scott,0.0605
48,49,16023,2021,ae,death bed (coffee for your head),Powfu,0.348
49,50,15924,2021,ae,Before You Go,Lewis Capaldi,0.183
50,51,15861,2021,ae,Heather,Conan Gray,0.27
51,52,15857,2021,ae,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
52,53,15761,2021,ae,Go Crazy,Chris Brown,0.581
53,54,15712,2021,ae,Goosebumps,HVME,0.808
54,55,15700,2021,ae,Stuck with U (with Justin Bieber),Ariana Grande,0.537
55,56,15447,2021,ae,Breaking Me,Topic,0.664
56,57,15389,2021,ae,Falling,Trevor Daniel,0.236
57,58,15325,2021,ae,lovely (with Khalid),Billie Eilish,0.12
58,59,15225,2021,ae,Life Is Good (feat. Drake),Future,0.508
59,60,15217,2021,ae,Mood Swings (feat. Lil Tjay),Pop Smoke,0.269
60,61,15114,2021,ae,Savage Love (Laxed - Siren Beat),Jawsh 685,0.761
61,62,15058,2021,ae,Say You Won't Let Go,James Arthur,0.494
62,63,14580,2021,ae,Lucid Dreams,Juice WRLD,0.218
63,64,14416,2021,ae,Toosie Slide,Drake,0.837
64,65,14381,2021,ae,Intentions (feat. Quavo),Justin Bieber,0.874
65,66,14154,2021,ae,POPSTAR (feat. Drake),DJ Khaled,0.45
66,67,14066,2021,ae,goosebumps,Travis Scott,0.43
67,68,13746,2021,ae,pov,Ariana Grande,0.173
68,69,13691,2021,ae,If the World Was Ending (feat. Julia Michaels),JP Saxe,0.604
69,70,13671,2021,ae,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,0.367
70,71,13586,2021,ae,Wishing Well,Juice WRLD,0.0804
71,72,13570,2021,ae,Hawái - Remix,Maluma,0.609
72,73,13401,2021,ae,Dior,Pop Smoke,0.648
73,74,13188,2021,ae,SAD!,XXXTENTACION,0.473
74,75,13066,2021,ae,ily (i love you ba, (feat. Emilee)  ,0.33
75,76,12956,2021,ae,Rain On Me (with Ariana Grande),Lady Gaga,0.646
76,77,12865,2021,ae,Godzilla (feat. Juice WRLD),Eminem,0.829
77,78,12851,2021,ae,Sofia,Clairo,0.641
78,79,12818,2021,ae,ROXANNE,Arizona Zervas,0.457
79,80,12808,2021,ae,Be Kind (with Halsey),Marshmello,0.452
80,81,12722,2021,ae,Adore You,Harry Styles,0.569
81,82,12551,2021,ae,SICKO MODE,Travis Scott,0.446
83,84,12455,2021,ae,GREECE (feat. Drake),DJ Khaled,0.229
84,85,12418,2021,ae,Mood (Remix) feat. Justin Bieber J Balvin & iann dior,24kGoldn,0.699
85,86,12184,2021,ae,2002,Anne-Marie,0.603
86,87,12121,2021,ae,Beautiful People (feat. Khalid),Ed Sheeran,0.548
87,88,12118,2021,ae,I Like Me Better,Lauv,0.419
88,89,12029,2021,ae,Reminds Me Of You,Juice WRLD,0.33
89,90,12016,2021,ae,Ice Cream (with Selena Gomez),BLACKPINK,0.91
90,91,11993,2021,ae,Yeshbahak Galbi,Aseel Hameem,0.523
91,92,11967,2021,ae,BOP,DaBa,0.836
92,93,11937,2021,ae,Without Me,Halsey,0.533
93,94,11916,2021,ae,THE SCOTTS,THE SCOTTS,0.28
94,95,11855,2021,ae,Spicy (feat. Post Malone),Ty Dolla $ign,0.118
95,96,11845,2021,ae,I Don't Care (with Justin Bieber),Ed Sheeran,0.842
96,97,11830,2021,ae,Daddy Issues,The Neighbourhood,0.337
97,98,11753,2021,ae,Golden,Harry Styles,0.254
98,99,11621,2021,ae,Moonlight,XXXTENTACION,0.711
99,100,11586,2021,ae,How You Like That,BLACKPINK,0.344
100,101,11539,2021,ae,Heat Waves,Glass Animals,0.531
101,102,11273,2021,ae,Deep End,Fousheé,0.776
102,103,11267,2021,ae,Love Not War (The Tampa Beat),Jason Derulo,0.865
103,104,11257,2021,ae,bad guy,Billie Eilish,0.562
104,105,11248,2021,ae,Train Wreck,James Arthur,0.225
105,106,11244,2021,ae,Whats Poppin (feat. DaBa,,0.835
106,107,11233,2021,ae,Way Out (feat. Big Sean),Jack Harlow,0.907
107,108,11168,2021,ae,Daisy,Ashnikko,0.774
108,109,11116,2021,ae,Shallow,Lady Gaga,0.323
109,110,11085,2021,ae,Body,Megan Thee Stallion,0.469
110,111,10957,2021,ae,7 rings,Ariana Grande,0.327
111,112,10930,2021,ae,Tequila Shots,Kid Cudi,0.22
112,113,10881,2021,ae,Perfect,Ed Sheeran,0.168
113,114,10777,2021,ae,Jocelyn Flores,XXXTENTACION,0.437
114,115,10770,2021,ae,SO DONE,The Kid LAROI,0.303
115,116,10753,2021,ae,Dance With You,Skusta Clee,0.552
116,117,10652,2021,ae,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,0.286
117,118,10625,2021,ae,Party Girl,StaySolidRocky,0.629
118,119,10520,2021,ae,Show Out (with Skepta & Pop Smoke),Kid Cudi,0.158
119,120,10463,2021,ae,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.8
120,121,10456,2021,ae,Break My Heart,Dua Lipa,0.467
121,122,10432,2021,ae,the remedy for a broken heart (why am I so in love),XXXTENTACION,0.271
122,123,10216,2021,ae,All of Me,John Legend,0.331
123,124,10123,2021,ae,Let Me Down Slowly,Alec Benjamin,0.483
124,125,10097,2021,ae,everything i wanted,Billie Eilish,0.243
125,126,10082,2021,ae,Robbery,Juice WRLD,0.566
126,127,9952,2021,ae,Element,Pop Smoke,0.305
127,128,9928,2021,ae,my ex's best friend (with blackbear),Machine Gun Kelly,0.298
128,129,9919,2021,ae,All Girls Are The Same,Juice WRLD,0.203
129,130,9864,2021,ae,Lovesick Girls,BLACKPINK,0.448
130,131,9849,2021,ae,Ride It,Regard,0.884
131,132,9844,2021,ae,Hayloft,Mother Mother,0.49
132,133,9767,2021,ae,Falling,Harry Styles,0.0592
133,134,9747,2021,ae,Scars To Your Beautiful,Alessia Cara,0.451
134,135,9741,2021,ae,Diamonds,Sam Smith,0.556
135,136,9709,2021,ae,It's You,Ali Gatie,0.397
136,137,9641,2021,ae,After Party,Don Toliver,0.453
137,138,9628,2021,ae,Something Just Like This,The Chainsmokers,0.446
138,139,9581,2021,ae,Hope,XXXTENTACION,0.225
139,140,9547,2021,ae,Thinking out Loud,Ed Sheeran,0.591
140,141,9539,2021,ae,Beautiful Scars,Maximillian,0.783
141,142,9533,2021,ae,GIRL LIKE ME,Black Eyed Peas,0.312
142,143,9515,2021,ae,Come & Go (with Marshmello),Juice WRLD,0.535
143,144,9511,2021,ae,Bad boy,Marwa Loud,0.716
144,145,9392,2021,ae,Shape of You,Ed Sheeran,0.931
145,146,9338,2021,ae,Paubaya,Moira Dela Torre,0.174
146,147,9290,2021,ae,Lose Somebody,Kygo,0.507
147,148,9285,2021,ae,Sunday Best,Surfaces,0.694
148,149,9281,2021,ae,champagne problems,Taylor Swift,0.32
149,150,9277,2021,ae,Believer,Imagine Dragons,0.666
150,151,9267,2021,ae,Say So,Doja Cat,0.779
151,152,9204,2021,ae,Copines,Aya Nakamura,0.904
152,153,9092,2021,ae,Tyler Herro,Jack Harlow,0.775
153,154,9001,2021,ae,Happier,Marshmello,0.671
154,155,8965,2021,ae,Closer,The Chainsmokers,0.661
155,156,8895,2021,ae,Dancing With A Stranger (with Normani),Sam Smith,0.347
156,157,8895,2021,ae,hot girl bummer,blackbear,0.685
157,158,8845,2021,ae,OUT WEST (feat. Young Thug),JACKBOYS,0.309
158,159,8820,2021,ae,E-GIRLS ARE RUINING MY LIFE!,CORPSE,0.386
159,160,8783,2021,ae,Photograph,Ed Sheeran,0.201
160,161,8752,2021,ae,Coco (feat. DaBa,  ,0.528
161,162,8725,2021,ae,Get You The Moon (feat. Snøw),Kina,0.0895
162,163,8696,2021,ae,If I Can't Have You,Shawn Mendes,0.864
163,164,8678,2021,ae,Your New Boyfriend,Wilbur Soot,0.74
164,165,8676,2021,ae,Mad at Disney,salem ilese,0.715
165,166,8675,2021,ae,In Your Eyes,The Weeknd,0.717
166,167,8673,2021,ae,No Idea,Don Toliver,0.35
167,168,8667,2021,ae,thank u next,Ariana Grande,0.412
168,169,8638,2021,ae,This City,Sam Fischer,0.519
169,170,8620,2021,ae,No Guidance (feat. Drake),Chris Brown,0.136
170,171,8529,2021,ae,Too Good At Good,s  ,0.476
171,172,8527,2021,ae,I'm Yours,Jason Mraz,0.712
172,173,8513,2021,ae,Chicago Freestyle (feat. Giveon),Drake,0.0397
173,174,8508,2021,ae,Boy With Luv (feat. Halsey),BTS,0.803
174,175,8493,2021,ae,Midnight Sky,Miley Cyrus,0.232
175,176,8477,2021,ae,Bel Bont El3areedh,Hussain Aljassmi,0.934
176,177,8473,2021,ae,Lose You To Love Me,Selena Gomez,0.0978
177,178,8464,2021,ae,Blue & Grey,BTS,0.364
178,179,8436,2021,ae,You Got It,Vedo,0.394
179,180,8404,2021,ae,Starboy,The Weeknd,0.486
180,181,8324,2021,ae,Everybody Dies In Their Nightmares,XXXTENTACION,0.689
181,182,8263,2021,ae,Dead Man Walking,Brent Faiyaz,0.439
182,183,8231,2021,ae,Be Alright,Dean Lewis,0.443
183,184,8199,2021,ae,No Role Modelz,J. Cole,0.494
184,185,8197,2021,ae,وناسه,DJ-MK,0.932
185,186,8191,2021,ae,505,Arctic Monkeys,0.234
186,187,8151,2021,ae,The Middle,Zedd,0.437
187,188,8127,2021,ae,OK Not To Be OK,Marshmello,0.263
188,189,8109,2021,ae,Lose Control,MEDUZA,0.529
189,190,8098,2021,ae,Blood // Water,grandson,0.628
190,191,8055,2021,ae,rockstar (feat. 21 Savage),Post Malone,0.129
191,192,8048,2021,ae,Gnat,Eminem,0.82
192,193,8026,2021,ae,comethru,Jeremy Zucker,0.608
193,194,7963,2021,ae,Papi Chulo,Octavian,0.309
194,195,7932,2021,ae,Sucker,Jonas Brothers,0.952
195,196,7931,2021,ae,Maniac,Conan Gray,0.493
196,197,7929,2021,ae,I CAN'T STOP ME,TWICE,0.769
197,198,7921,2021,ae,Yellow,Coldplay,0.285
198,199,7906,2021,ae,SLOW DANCING IN THE DARK,Joji,0.284
199,200,7898,2021,ae,Save Your Tears,The Weeknd,0.644
0,1,72388,2022,ae,Sacrifice,The Weeknd,0.905
1,2,65468,2022,ae,STAY (with Justin Bieber),The Kid LAROI,0.478
2,3,65121,2022,ae,Heat Waves,Glass Animals,0.531
3,4,63648,2022,ae,Is There Someone Else?,The Weeknd,0.608
4,5,56349,2022,ae,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.894
5,6,54746,2022,ae,love nwantiti (ah ah ah),CKay,0.533
6,7,54685,2022,ae,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.555
7,8,54491,2022,ae,abcdefu,GAYLE,0.415
8,9,54286,2022,ae,Easy On Me,Adele,0.13
9,10,52917,2022,ae,Less Than Zero,The Weeknd,0.5
